Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2011","2011","7021","Annual value","","91","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2011","2011","7021","Annual value","","98","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2011","2011","7021","Annual value","","95","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2011","2011","7021","Annual value","","101","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2012","2012","7021","Annual value","","101","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2012","2012","7021","Annual value","","101","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2012","2012","7021","Annual value","","105","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2012","2012","7021","Annual value","","96","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2013","2013","7021","Annual value","","96","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","103","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2013","2013","7021","Annual value","","110","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2013","2013","7021","Annual value","","97","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2014","2014","7021","Annual value","","94","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2014","2014","7021","Annual value","","101","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2014","2014","7021","Annual value","","105","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2014","2014","7021","Annual value","","99","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2015","2015","7021","Annual value","","105","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2015","2015","7021","Annual value","","100","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2015","2015","7021","Annual value","","96","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2015","2015","7021","Annual value","","100","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2016","2016","7021","Annual value","","101","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2016","2016","7021","Annual value","","99","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2016","2016","7021","Annual value","","99","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2016","2016","7021","Annual value","","100","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2017","2017","7021","Annual value","","102","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","99","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2017","2017","7021","Annual value","","106","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2017","2017","7021","Annual value","","100","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2018","2018","7021","Annual value","","87","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2018","2018","7021","Annual value","","99","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2018","2018","7021","Annual value","","93","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2018","2018","7021","Annual value","","105","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2019","2019","7021","Annual value","","93","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2019","2019","7021","Annual value","","103","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2019","2019","7021","Annual value","","96","Im","FAO data based on imputation methodology"
"PP","Producer Prices","104","Ireland","5539","Producer Price Index (2014-2016 = 100)","977","Meat, sheep","2019","2019","7021","Annual value","","114","Im","FAO data based on imputation methodology"
